student_id,name,gender,date_of_birth,grade,email,phone_number,address,school_name,math,english,science,history,computer,total_marks,average_marks
S00135,Suzanne Schultz,Female,2012-03-04,11,sonyajones@example.net,(586)429-0623x298,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,97,71,67,76,98,409,81.8
S00001,Charles Scott,Male,2007-05-29,7,pattersonrebecca@example.com,(746)854-4447x02767,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",52,44,60,42,73,271,54.2
S00002,Jamie Thomas,Female,2011-03-25,9,steven43@example.net,(408)780-4585x41195,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",78,60,76,56,44,314,62.8
S00003,Cory Thomas,Male,2012-04-07,8,nbarber@example.org,710.783.2918,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",46,70,78,75,41,310,62.0
S00004,Shannon Myers,Female,2008-12-23,11,flemingcindy@example.com,(253)624-4862x89844,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",84,64,86,42,50,326,65.2
S00005,Michael Castro,Male,2012-09-25,9,lindafritz@example.net,001-298-214-1130x13128,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",58,65,70,95,55,343,68.6
S00006,Richard Miller,Male,2016-08-21,9,dale14@example.net,001-934-991-5879x14380,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",80,73,82,48,91,374,74.8
S00007,Albert Hernandez,Male,2015-12-07,11,james83@example.com,762.345.5314x2492,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",89,83,51,74,69,366,73.2
S00008,Janice Nichols,Female,2013-12-08,7,zadams@example.org,2177818952,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",92,68,88,85,83,416,83.2
S00009,Jennifer Wilcox,Female,2009-06-23,7,charles97@example.com,886.612.3777x627,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",96,66,58,68,88,376,75.2
S00010,Samantha Hall,Female,2018-07-16,11,xwalters@example.net,+1-628-894-0648x21223,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",60,55,100,91,71,377,75.4
S00011,Ian Sherman,Male,2019-08-01,8,jason90@example.net,9187728342,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",99,57,53,88,63,360,72.0
S00012,Steven Cervantes,Male,2017-05-27,10,stevenhughes@example.net,(608)400-5992x0283,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",64,67,87,61,93,372,74.4
S00013,Brian Collins,Male,2016-05-25,4,upotts@example.net,256.335.0332x9804,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",93,84,94,62,75,408,81.6
S00014,Randy George,Male,2017-08-28,4,david07@example.org,+1-993-448-4004x014,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",85,83,68,40,82,358,71.6
S00015,James Maxwell,Male,2013-08-11,2,rdaugherty@example.org,3199095579,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",96,52,64,83,75,370,74.0
S00016,Ricardo Davis,Male,2009-10-04,12,stanleyjoseph@example.com,+1-632-583-3573x163,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",40,69,99,41,83,332,66.4
S00017,Kimberly Rodriguez,Female,2008-10-06,3,jdavis@example.org,+1-946-761-9290x59893,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",71,63,89,97,82,402,80.4
S00018,Cassandra Hall,Female,2007-06-22,3,natalie69@example.com,373.638.3493x3228,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",62,40,45,54,76,277,55.4
S00019,Austin Hill,Male,2014-04-17,1,vasquezdaniel@example.net,970.689.5753x7381,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",52,45,97,49,80,323,64.6
S00020,George Davis,Male,2014-05-19,8,robertbrown@example.net,689-742-1947,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",40,91,75,83,67,356,71.2
S00021,Sean Caldwell,Male,2012-08-27,3,fullerjacqueline@example.org,001-577-918-7694x304,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",92,86,76,47,62,363,72.6
S00022,Jennifer Hernandez,Female,2008-10-02,11,deborah14@example.com,577.215.4812x940,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",57,86,97,51,73,364,72.8
S00023,Briana Griffin,Female,2019-04-22,5,anna50@example.com,2922820863,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",95,47,54,57,91,344,68.8
S00024,Travis Tucker,Male,2015-12-10,4,mwest@example.org,9672459150,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",53,53,72,41,44,263,52.6
S00025,Jimmy Reed,Male,2013-10-21,11,cheryl61@example.com,(672)469-7301,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",52,45,98,89,72,356,71.2
S00026,Michael Zimmerman,Male,2016-04-28,11,carolyn72@example.com,938.301.4017x0001,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",88,90,74,61,70,383,76.6
S00027,Micheal Garcia,Male,2019-07-14,1,crystal84@example.com,(881)461-6566,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",95,71,77,42,84,369,73.8
S00028,Shelby Sutton,Female,2017-04-27,9,gfrederick@example.com,+1-498-792-4476x644,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",45,82,75,96,99,397,79.4
S00029,Ronald Calderon,Male,2019-12-28,11,ibarrett@example.org,800-903-0131x67037,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",68,42,44,67,72,293,58.6
S00030,Thomas Jones,Male,2014-03-25,8,timothy42@example.org,8968777474,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",85,100,50,57,40,332,66.4
S00031,Emily Mullins,Female,2017-01-04,8,ttorres@example.net,631.917.3201x9673,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",90,59,41,89,71,350,70.0
S00032,Aaron Campbell II,Male,2014-08-31,2,adamsalexandra@example.com,(881)881-5912,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",47,74,89,49,48,307,61.4
S00033,Courtney Scott,Female,2015-03-06,1,brittany38@example.net,982-974-8727,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",44,92,80,54,51,321,64.2
S00034,Kendra Russell,Female,2015-12-17,1,micheal17@example.org,001-644-247-5151x74926,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",84,42,54,70,83,333,66.6
S00035,David Cabrera,Male,2015-10-17,3,marielester@example.com,861-940-2555,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",88,73,73,65,51,350,70.0
S00036,James Torres,Male,2008-03-16,6,phudson@example.org,748.988.8389,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",78,57,59,82,60,336,67.2
S00037,Angelica Ritter,Female,2017-12-04,11,jmartinez@example.net,+1-208-702-0953x4079,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",49,40,83,43,94,309,61.8
S00038,Felicia Rivera,Female,2014-12-06,9,christopher53@example.net,001-883-982-2664x2719,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",92,100,64,93,41,390,78.0
S00039,William Vazquez,Male,2014-08-08,10,rachel29@example.net,236-442-0441x4792,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",66,75,51,95,46,333,66.6
S00040,Omar Mckee,Male,2012-07-09,1,robin18@example.com,873.876.7574,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",59,54,93,51,43,300,60.0
S00041,Deborah Campbell,Female,2010-11-15,7,brian72@example.com,001-919-693-5034x8820,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",80,80,70,99,67,396,79.2
S00042,Matthew Jones,Male,2018-01-31,4,ugonzalez@example.net,(469)264-9987,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",57,92,84,96,89,418,83.6
S00043,Felicia Ballard MD,Female,2014-02-16,7,antonioortiz@example.com,9176120716,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",78,69,70,78,62,357,71.4
S00044,Christopher Watson,Male,2016-06-23,7,jeremiahmorris@example.org,(838)821-9846x782,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",82,46,50,60,82,320,64.0
S00045,Brandon Byrd,Male,2015-11-17,6,twebb@example.net,388.454.4189,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",95,62,61,45,75,338,67.6
S00046,Debbie Short,Female,2010-11-16,3,turnerkatherine@example.org,481-530-0759,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",46,60,75,93,52,326,65.2
S00047,Matthew Chase,Male,2018-03-13,2,bmelton@example.net,783-423-9715x04593,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",88,51,64,64,70,337,67.4
S00048,Joseph Riley,Male,2015-06-01,3,alicia49@example.net,665.450.8235x675,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",85,46,62,68,92,353,70.6
S00049,Lauren Hoover,Female,2018-07-31,4,rbrewer@example.org,(556)681-5338,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",77,70,65,67,80,359,71.8
S00050,Connie Cline,Female,2016-03-07,5,katherinejones@example.org,(807)413-7503,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",49,50,43,42,71,255,51.0
S00051,John Smith,Male,2019-08-26,4,perezscott@example.org,-7761,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",47,93,95,52,99,386,77.2
S00052,Wendy Nichols,Female,2016-01-29,10,nicole51@example.com,(474)476-7116x2392,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",71,57,75,83,47,333,66.6
S00053,Kelly Jones,Female,2017-09-10,6,cfernandez@example.net,001-969-739-7944x54776,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",87,71,90,54,71,373,74.6
S00054,Catherine Freeman,Female,2012-05-11,5,cmclaughlin@example.com,001-875-673-3357x875,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",70,46,92,86,68,362,72.4
S00055,Lori Higgins,Female,2013-05-18,12,richard76@example.net,291-259-8935,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",92,91,71,90,76,420,84.0
S00056,Eric Smith,Male,2009-10-16,10,sandra02@example.net,463.501.6934x49113,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",75,86,53,58,94,366,73.2
S00057,Melissa Saunders,Female,2011-09-18,6,johnjohnson@example.net,203.491.0399,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",67,93,73,63,46,342,68.4
S00058,Robert Castillo,Male,2019-04-04,9,lori05@example.org,001-424-523-6098x287,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",96,99,97,46,61,399,79.8
S00059,David Manning,Male,2018-03-08,9,travisdouglas@example.org,823-308-4060,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",50,57,70,54,69,300,60.0
S00060,Keith Smith,Male,2011-04-21,5,damon14@example.org,922-585-9160x43718,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",60,82,67,64,77,350,70.0
S00061,Dr. Tina Bryan MD,Female,2009-08-30,4,bclayton@example.com,938.957.8066x552,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",43,42,92,99,97,373,74.6
S00062,Christina Harris,Female,2016-07-17,11,belindaedwards@example.net,5289632204,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",65,84,74,55,45,323,64.6
S00063,Louis Rhodes,Male,2006-07-17,3,patrickstevenson@example.net,372.864.0739,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",83,42,60,66,71,322,64.4
S00064,Jamie Taylor,Female,2014-11-03,1,kevin34@example.org,868-619-8364x5333,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",100,81,51,43,58,333,66.6
S00065,Michelle Martinez,Female,2009-05-02,5,rodriguezvictoria@example.com,(996)686-0341x69976,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",100,99,83,64,94,440,88.0
S00066,Heather Clark,Female,2010-12-03,11,ejohnson@example.com,001-800-788-8771x7234,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",41,51,91,80,65,328,65.6
S00067,Mark Myers,Male,2017-03-05,1,meagan09@example.net,5282659831,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",79,81,68,99,66,393,78.6
S00068,Robert Anderson,Male,2019-12-21,11,sgregory@example.net,(924)466-7155,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",89,42,74,64,61,330,66.0
S00069,Patty Martin,Female,2008-06-28,4,jay94@example.org,(856)348-5774x825,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",71,70,73,49,48,311,62.2
S00070,Erin Garrett,Female,2017-11-29,6,ronald66@example.net,-6750,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",64,89,80,46,54,333,66.6
S00071,Madison Miles,Female,2019-04-01,5,ble@example.com,(578)961-2128,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",50,99,85,65,92,391,78.2
S00072,Kimberly Williams,Female,2010-11-19,7,stephenthompson@example.net,+1-759-731-5818x9244,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",42,94,67,98,85,386,77.2
S00073,Scott Brown,Male,2018-04-30,8,rodriguezvincent@example.org,001-393-490-7656,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",54,83,44,90,81,352,70.4
S00074,Matthew Simpson,Male,2013-03-01,10,jessica03@example.org,(655)862-9779x67294,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",58,67,68,96,77,366,73.2
S00075,Dr. Nicole Johnson,Female,2009-03-21,12,teresa91@example.org,796.476.8466x099,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",68,59,47,43,51,268,53.6
S00076,Margaret Wells,Female,2018-12-07,11,mariahoffman@example.org,+1-789-598-2186x66448,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",80,47,63,69,70,329,65.8
S00077,Tanya Dillon,Female,2012-04-08,8,jennifermitchell@example.org,759.248.9999,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",70,100,53,52,78,353,70.6
S00078,Dennis Cooper,Male,2007-08-30,8,changmarissa@example.com,+1-935-837-5206x371,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",47,66,66,64,89,332,66.4
S00079,Lauren Richards,Female,2016-07-07,11,ryanhicks@example.com,817.625.9022,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",95,80,86,84,93,438,87.6
S00080,Kristina Smith,Female,2016-12-27,10,nancy17@example.org,2536867565,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",69,61,89,59,67,345,69.0
S00081,Andrea Quinn,Female,2018-03-16,8,johnsonpatrick@example.org,452.205.6198,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",73,67,93,49,70,352,70.4
S00082,Kelli Obrien,Female,2008-10-20,6,uowens@example.net,977.619.1317,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",88,65,43,82,100,378,75.6
S00083,Natalie Tucker,Female,2016-06-19,7,hoffmanbonnie@example.net,403-282-7016x19337,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",87,96,41,42,46,312,62.4
S00084,Megan Shelton DDS,Female,2012-10-13,6,destiny96@example.com,785-975-5359x8586,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",87,85,72,56,47,347,69.4
S00085,Nicole Ray,Female,2007-11-19,12,pthompson@example.net,(584)317-0665x140,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",55,91,83,91,83,403,80.6
S00086,Lauren Bond,Female,2007-08-23,7,johnpayne@example.org,6872462579,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",51,50,99,43,42,285,57.0
S00087,Casey Brown,Male,2015-09-06,1,joshuamartinez@example.org,001-668-216-1142x56128,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",66,77,59,68,43,313,62.6
S00088,Corey Hill,Male,2013-06-03,9,patrick20@example.net,555.775.9896,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",81,58,46,95,100,380,76.0
S00089,Richard Perez,Male,2018-10-16,10,xjames@example.net,001-370-437-9311x9688,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",89,40,71,71,95,366,73.2
S00090,Colleen Lindsey,Female,2019-12-24,11,stacypotts@example.net,001-319-996-8062,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",46,90,51,51,50,288,57.6
S00091,Jose Edwards,Male,2019-09-07,8,ryan94@example.net,584-673-1906,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",75,65,67,87,59,353,70.6
S00092,Alexandra Johnston DDS,Female,2014-08-06,11,gerald33@example.org,+1-213-890-2231x1841,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",95,52,67,52,62,328,65.6
S00093,Nancy Wood,Female,2015-01-22,4,martinhunter@example.org,(238)273-5578x502,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",77,61,80,65,61,344,68.8
S00094,Lisa Martin,Female,2016-03-29,7,zchambers@example.org,+1-902-212-5493x538,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",40,63,62,83,43,291,58.2
S00095,Cynthia Turner,Female,2013-01-26,3,nicholas07@example.org,8695533358,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",96,92,96,77,46,407,81.4
S00096,Amanda Pitts,Female,2017-01-19,7,qvillegas@example.net,950.728.3599x532,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",70,45,64,64,48,291,58.2
S00097,Kyle Miller,Male,2020-04-09,3,thooper@example.org,(780)482-0435x9527,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",40,47,54,100,41,282,56.4
S00098,Benjamin Luna,Male,2018-12-01,9,veronicagonzalez@example.org,(762)425-1613,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",65,69,49,77,94,354,70.8
S00099,Ray Arellano,Male,2015-02-02,12,higginsandrea@example.org,001-355-587-4023x19990,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",49,44,45,99,66,303,60.6
S00100,William Ward,Male,2009-08-30,3,daniel45@example.org,708-319-4243,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",47,46,41,92,73,299,59.8
S00101,Matthew Bradley,Male,2017-04-09,2,darrell47@example.org,2277877936,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",89,65,85,99,58,396,79.2
S00102,Todd Roth,Male,2020-04-06,3,brittneybrady@example.org,568.576.1807x3449,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",94,57,68,70,95,384,76.8
S00103,John Thomas,Male,2008-10-04,12,brianbrock@example.org,3659325634,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",80,84,79,94,94,431,86.2
S00104,Jesse Nielsen,Male,2015-01-14,5,ebutler@example.org,666-366-9909x3323,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",98,50,84,69,95,396,79.2
S00105,John Hernandez,Male,2015-06-29,4,nmoses@example.net,3432460267,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",52,85,74,95,47,353,70.6
S00106,Monica Perez,Female,2018-12-30,7,christophercollins@example.org,+1-610-474-6482x68343,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",81,63,95,86,53,378,75.6
S00107,Samantha White,Female,2006-11-21,5,simonbrandon@example.com,7019913254,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",69,46,82,51,96,344,68.8
S00108,Courtney French,Female,2011-01-15,2,ukeller@example.org,700-958-1448x38281,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",53,98,73,81,75,380,76.0
S00109,David Sanchez,Male,2012-07-09,2,wcollins@example.net,001-400-245-0155x1453,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",61,77,77,62,98,375,75.0
S00110,Patricia Fuller,Female,2008-10-04,3,nbradley@example.net,001-237-417-5538x5817,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",74,84,50,81,96,385,77.0
S00111,Ashley Lucas,Female,2018-06-05,1,daniellewilliams@example.net,(542)781-6654x02294,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",80,59,76,93,80,388,77.6
S00112,Angela Stafford,Female,2016-04-28,7,ballbrandon@example.org,939.398.2370x3393,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",51,79,94,85,100,409,81.8
S00113,Bailey Rich,Female,2018-07-01,8,kristinatodd@example.org,001-564-788-9002x55221,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",43,46,77,50,58,274,54.8
S00114,Patricia Guerra,Female,2020-04-16,9,fischerbrent@example.com,-8940,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",83,42,53,81,91,350,70.0
S00115,Sandra Huynh,Female,2015-02-16,11,john62@example.net,388.995.0606x317,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",65,77,93,86,66,387,77.4
S00116,Adam Jones,Male,2014-12-08,5,vbaker@example.com,001-959-926-7388x39444,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",46,50,89,97,71,353,70.6
S00117,Kevin Blake,Male,2010-06-23,10,amanda03@example.com,903-645-0593x7978,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",81,78,40,47,57,303,60.6
S00118,Isaac Jones,Male,2007-02-12,1,juanramirez@example.org,(554)488-1687x81226,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",53,88,77,44,68,330,66.0
S00119,Sandra Lee DDS,Female,2015-08-09,9,lewiskimberly@example.org,001-729-389-5697x0296,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",61,100,69,67,51,348,69.6
S00120,Morgan Patton,Female,2010-06-05,2,jcollins@example.net,893.684.7145x74789,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",85,46,95,60,49,335,67.0
S00121,Veronica Johnston,Female,2014-06-26,10,christopherdyer@example.org,+1-995-254-5091x3661,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",72,58,75,74,87,366,73.2
S00122,Mariah Swanson,Female,2010-10-10,11,peter82@example.net,234-227-5361,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",51,90,72,65,71,349,69.8
S00123,Nicholas Contreras,Male,2018-03-07,9,uashley@example.com,573.895.4674,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",71,75,89,96,44,375,75.0
S00124,Ryan Davis,Male,2016-04-19,8,harrissamuel@example.com,373-722-8344x4588,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",97,69,73,97,72,408,81.6
S00125,Kelly Graves,Male,2016-11-24,4,robertsonmaureen@example.org,9905966099,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",91,83,75,56,96,401,80.2
S00126,Andrew Kirby,Male,2019-04-14,8,sarahgonzales@example.net,-5993,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",85,62,76,92,44,359,71.8
S00127,Sarah Peterson,Female,2016-12-04,2,danawilson@example.net,367.573.8229,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",82,82,78,48,42,332,66.4
S00128,Edwin Gallagher,Male,2010-12-27,11,bishopcody@example.com,(949)460-2348x12242,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",77,47,82,77,48,331,66.2
S00129,Lisa Farrell,Female,2006-12-04,4,johnsonjason@example.com,653.669.7447x29872,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",95,46,86,45,81,353,70.6
S00130,Julian Taylor,Male,2016-02-12,4,kurtacosta@example.org,001-966-949-9599x06446,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",84,54,76,45,100,359,71.8
S00131,Elizabeth Chan,Female,2018-09-22,12,heatherhill@example.com,736-744-7664x854,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",40,46,65,86,99,336,67.2
S00132,Brian Frost,Male,2018-03-28,8,petersryan@example.org,252-837-0791x79242,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",69,47,87,60,51,314,62.8
S00133,Joan Pitts,Female,2008-10-13,10,ericcampos@example.com,+1-746-779-8734x161,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",77,49,67,86,70,349,69.8
S00134,Michelle Peters,Female,2012-03-19,4,timothyfrey@example.com,(824)204-7903x339,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",60,91,55,41,95,342,68.4
S00135,Jeffrey Rodriguez,Male,2014-12-13,4,iyoung@example.net,+1-798-248-2141x279,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",55,69,61,98,59,342,68.4
S00136,Jordan Mills,Male,2006-10-23,11,natashajimenez@example.net,3599588756,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",79,92,86,59,53,369,73.8
S00137,Eric Booth,Male,2012-09-27,2,hfreeman@example.net,(463)788-4358,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",55,72,90,69,72,358,71.6
S00138,Jason Love,Male,2009-06-08,4,hugheskenneth@example.com,593-801-9010x109,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",89,42,75,74,95,375,75.0
S00139,Sean Wagner,Male,2009-11-26,12,christopherjames@example.net,412.240.5825,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",74,53,57,44,59,287,57.4
S00140,Kevin Khan,Male,2014-03-09,10,conniemcgrath@example.org,+1-454-526-6472x486,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",71,56,91,98,74,390,78.0
S00141,Kim Bray,Female,2016-04-10,10,richardwatkins@example.net,644-686-3182x300,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",99,95,41,83,60,378,75.6
S00142,Kelly Garcia,Female,2009-01-05,7,charles90@example.com,489-931-9202x0119,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",85,55,76,84,96,396,79.2
S00143,John Carrillo,Male,2015-10-28,2,salazarjamie@example.com,789-334-6369,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",75,83,77,55,45,335,67.0
S00144,Valerie Lopez,Female,2015-05-12,11,matthewmorrison@example.org,(219)709-2943,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",53,89,76,90,73,381,76.2
S00145,Amber Dickson,Female,2014-05-27,5,carol79@example.net,834-607-9237x99415,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",42,89,43,49,72,295,59.0
S00146,Brenda Solomon,Female,2018-11-12,9,brenthill@example.com,+1-511-990-9961x9380,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",66,75,84,70,64,359,71.8
S00147,Benjamin Lindsey,Male,2013-07-26,4,amanda82@example.com,641.713.4441x72633,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",73,43,62,76,52,306,61.2
S00148,Eric Baxter,Male,2013-11-27,10,nataliesmall@example.net,4636777277,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",77,65,41,65,93,341,68.2
S00149,Gregory Wiggins,Male,2015-05-13,2,xwagner@example.org,-4218,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",44,97,85,90,46,362,72.4
S00150,Timothy Bridges,Male,2007-03-18,6,mthompson@example.org,849-225-5731,"USCGC Santiago, FPO AP 80765","Webb, Williams and Brown School",40,83,68,62,75,328,65.6
